CatBoost,LightGBM,XGBoost,RandomForest,ExtraTrees,TabPFN
0.028617533928543562,0.002679887095097431,0.002649968955665827,0.0,0.0033333333333333335,0.04195374250411987
0.051257588065296324,0.007755519864682366,0.028324401006102562,0.002,0.028333333333333332,0.061660703271627426
0.032330139913184175,0.003780479154810251,0.015322771854698658,0.016,0.025,0.07224510610103607
0.07667034807809994,0.16101221632606236,0.01176410261541605,0.134,0.14333333333333334,0.07016336172819138
0.07120085522441798,0.011903350585090677,0.010877519845962524,0.02,0.0,0.2016281932592392
0.07120085522441798,0.011903350585090677,0.010877519845962524,0.02,0.0,0.20162813365459442
0.09824361806288125,0.02993797265210814,0.035915978252887726,0.026,0.0,0.1410946547985077
0.4064758320646479,0.6858813336268696,0.7083709836006165,0.632,0.865,0.5906357765197754
0.01659107803866768,0.010345604645664051,0.019958533346652985,0.026,0.025,0.040460310876369476
0.056484817984929485,0.031972928032065286,0.1431673914194107,0.146,0.17833333333333334,0.04544180631637573
0.010036430885935251,0.0016809937470890681,0.0026909091975539923,0.002,0.01,0.03993864730000496
0.34494502278700573,0.5976142443437998,0.24372582137584686,0.284,0.305,0.6125872135162354
0.010902752274208246,0.004248968542751038,0.0045527801848948,0.0,0.0,0.037041980773210526
0.023888055338889696,0.010255168832166248,0.015817182138562202,0.13,0.18833333333333332,0.04457416385412216
0.03290992384430364,0.10571527126393562,0.09178919345140457,0.094,0.058333333333333334,0.1378605216741562
0.09143237441916612,0.01312936327884188,0.04773237183690071,0.044,0.045,0.1305464655160904
0.022708827029190363,0.0018733500776139194,0.014800543896853924,0.018,0.013333333333333334,0.04390425607562065
0.032373394101783005,0.001490618065342314,0.03305613622069359,0.012,0.018333333333333333,0.05728943273425102
0.020394303109209568,0.00201752439241072,0.01794208027422428,0.022,0.0016666666666666668,0.029621504247188568
0.01755056206313111,0.0012743926824136157,0.0041231419891119,0.01,0.0,0.027648136019706726
0.02999138762074759,0.004648588419718472,0.0023933062329888344,0.002,0.0,0.02002696692943573
0.0802221415740055,0.004613742463104601,0.021058347076177597,0.062,0.043333333333333335,0.09680822491645813
0.006445620061348169,0.0005906025620676906,0.001876615104265511,0.004,0.0,0.01156573835760355
0.014672481686032328,0.0014830537150442333,0.0027719419449567795,0.002,0.0,0.01990910805761814
0.041388847510469166,0.021915325779503225,0.03751501813530922,0.046,0.035,0.03693297505378723
0.029740222515153895,0.014446308858251863,0.01575319841504097,0.004,0.008333333333333333,0.03761599585413933
0.11198105092043484,0.008824052228895249,0.015470935963094234,0.03,0.05333333333333334,0.07439149171113968
0.034240074278427804,0.003352513664195931,0.018353840336203575,0.022,0.015,0.04532980918884277
0.06817465073758526,0.07019844645047689,0.12988866865634918,0.136,0.18666666666666668,0.05048925802111626
0.07349799433268556,0.01802366401718029,0.025702521204948425,0.038,0.016666666666666666,0.11477294564247131
0.01736292568769415,0.001506617228850293,0.0018875504611060023,0.014,0.013333333333333334,0.03234279900789261
0.06542291132354842,0.20116368345090452,0.13069424033164978,0.162,0.17166666666666666,0.2543981075286865
0.07540036166967744,0.01544700973796896,0.04118501767516136,0.042,0.025,0.11415617167949677
0.053391206899821374,0.038127066170390654,0.06693200021982193,0.042,0.05,0.05164234712719917
0.04126487484581915,0.0015111197819483346,0.023746494203805923,0.006,0.008333333333333333,0.06316667050123215
0.04108376524563606,0.0012419202694821997,0.008828466758131981,0.018,0.03166666666666667,0.04954512417316437
0.06292743704958939,0.04079323788300523,0.0741327628493309,0.096,0.041666666666666664,0.11736387014389038
0.008830230139480904,0.0009949401081727812,0.004596502985805273,0.022,0.0033333333333333335,0.02503295987844467
0.019615043337408836,0.007875470013933029,0.008920358493924141,0.0,0.005,0.01797507144510746
0.034698536257255365,0.00681717511610436,0.04954149201512337,0.036,0.03666666666666667,0.0726175382733345
0.0898627293764355,0.006938060192160598,0.03422742336988449,0.068,0.06666666666666667,0.07128861546516418
0.04797122128552624,0.0013960917092448808,0.01501435972750187,0.062,0.04666666666666667,0.06655561923980713
0.07360105620109858,0.009390969512098819,0.01672382466495037,0.064,0.023333333333333334,0.06527701020240784
0.01790576323256578,0.0004242908055600885,0.005838050507009029,0.006,0.005,0.033501073718070984
0.026212234147822717,0.0013284370158356677,0.02406601421535015,0.012,0.016666666666666666,0.02451864443719387
0.02050587839794644,0.0054898066789024974,0.006721744313836098,0.032,0.03666666666666667,0.035636961460113525
0.06823427178828306,0.06822232058710208,0.08632181584835052,0.24,0.225,0.2706945240497589
0.040052058935085524,0.006375563635193147,0.04762236401438713,0.034,0.013333333333333334,0.023926282301545143
0.11326658480218045,0.04362475862431695,0.045554738491773605,0.108,0.07666666666666666,0.13852940499782562
0.0382298709276005,0.005878768806138916,0.02307777851819992,0.038,0.03333333333333333,0.1216304674744606
0.22505290757360052,0.2685300096982003,0.13596545159816742,0.086,0.028333333333333332,0.2964536249637604
0.0168203457568391,0.0012602316379670608,0.007197197992354631,0.0,0.0,0.029035264626145363
0.010935914501097719,0.005497350095843803,0.01272657886147499,0.012,0.005,0.04246558994054794
0.014734977868556381,0.001988102625731826,0.006744746584445238,0.01,0.04833333333333333,0.06161374971270561
0.03910344398350904,0.1746972456129576,0.025836041197180748,0.174,0.16833333333333333,0.03146226704120636
0.01569677003741255,0.009255351136132052,0.03374747559428215,0.076,0.05333333333333334,0.04719647020101547
0.547712869059791,0.8704138337907963,0.8092631101608276,0.85,0.9966666666666667,0.6242173910140991
0.07517294204517012,0.14802198093859958,0.2005731165409088,0.202,0.17333333333333334,0.17578673362731934
0.609784826100536,0.16493504762152625,0.43845808506011963,0.324,0.435,0.7740384936332703
0.02413010684049506,0.003160161392058678,0.003930425271391869,0.034,0.056666666666666664,0.049831971526145935
0.03662511483426298,0.009671068840673121,0.007459375541657209,0.014,0.006666666666666667,0.07467787712812424
0.03395981527028196,0.030399377947629584,0.009825999848544598,0.054,0.023333333333333334,0.0557144396007061
0.017635008848246467,0.002893682240639407,0.007949639111757278,0.012,0.01,0.0568457692861557
0.02979896565307784,0.008498141810244976,0.011750191450119019,0.014,0.04,0.047080643475055695
0.03939686269303027,0.03653806540233645,0.033584970980882645,0.022,0.085,0.07027613371610641
0.0323775980361314,0.0029716687453889396,0.012316902168095112,0.018,0.008333333333333333,0.04054650664329529
0.03685495350331157,0.004934617677193934,0.013105707243084908,0.012,0.013333333333333334,0.06580382585525513
0.08829060875570793,0.09574437002359641,0.009119517169892788,0.046,0.06,0.05800051987171173
0.024784414505522188,0.005687116719672013,0.014710018411278725,0.006,0.015,0.040830597281455994
0.10756563176145038,0.016889421272463043,0.039144936949014664,0.014,0.015,0.07711856067180634
0.04396448701117791,0.013551426407480393,0.013046368956565857,0.032,0.06833333333333333,0.08025839179754257
0.15222715426497177,0.2759139515334102,0.260652631521225,0.254,0.20833333333333334,0.10476893186569214
0.0337721167093338,0.002796846777245956,0.016727996990084648,0.016,0.008333333333333333,0.054049137979745865
0.05978887489538023,0.005676383861882337,0.01327631063759327,0.066,0.06333333333333334,0.10849035531282425
0.026639597950240727,0.004079433587080628,0.010413030162453651,0.006,0.015,0.04120025411248207
0.042460951022171935,0.031723879093071075,0.045721907168626785,0.082,0.09,0.0527118556201458
0.025703018012614817,0.005924484113364615,0.019519098103046417,0.034,0.043333333333333335,0.05050567165017128
0.011443725432621758,0.001009979122252934,0.008025603368878365,0.004,0.005,0.031768959015607834
0.05945461220421362,0.010820476655965252,0.04422345384955406,0.01,0.006666666666666667,0.049862075597047806
0.05710537223510342,0.010501290436186651,0.07217147946357727,0.042,0.013333333333333334,0.07320640236139297
0.05466744583076026,0.054724126731089714,0.020249780267477036,0.042,0.06,0.045454274863004684
0.26376758140997725,0.008893505002180236,0.05112174525856972,0.096,0.205,0.08382800966501236
0.023081249609968442,0.004423949234276759,0.0063169109635055065,0.008,0.0016666666666666668,0.04744263365864754
0.11737701139117271,0.13823611165664243,0.13442844152450562,0.144,0.1,0.10784736275672913
0.02443022270828883,0.06272103183088104,0.040816228836774826,0.056,0.008333333333333333,0.03540835157036781
0.04118963367009635,0.014137202629176844,0.036075327545404434,0.098,0.06833333333333333,0.04049799218773842
0.028278634271576696,0.0028778736078133166,0.015557948499917984,0.04,0.08166666666666667,0.037567850202322006
0.0824260873829989,0.09786748085392345,0.06407595425844193,0.134,0.115,0.08096620440483093
0.06403687020701472,0.032998333457508085,0.03454836830496788,0.018,0.008333333333333333,0.09874061495065689
0.06147532340615732,0.012308321823600914,0.048236411064863205,0.024,0.045,0.07663466036319733
0.016627424985566273,0.03293301133972154,0.057315316051244736,0.098,0.07833333333333334,0.03698618337512016
0.039479071008986275,0.05153475646040579,0.034268610179424286,0.16,0.265,0.08694428950548172
0.1517369155719857,0.10280040683431922,0.41322019696235657,0.212,0.13333333333333333,0.10649338364601135
0.06711333839536678,0.016079447157683648,0.12009882181882858,0.034,0.0016666666666666668,0.16035780310630798
0.009606161482773634,0.0038586640963898275,0.005357499700039625,0.0,0.0,0.017602408304810524
0.07882567301009827,0.03075603295402922,0.0941058024764061,0.138,0.125,0.09822302311658859
0.036057075824771856,0.0037387842727570233,0.007249495014548302,0.058,0.058333333333333334,0.042079657316207886
0.01789091377290403,0.0031728951719487844,0.004485635086894035,0.002,0.0033333333333333335,0.023824134841561317
0.27817319941764773,0.06717427953051187,0.052704449743032455,0.042,0.011666666666666667,0.2385861873626709
0.2580880143180291,0.12411380784279927,0.19481360912322998,0.106,0.105,0.39084914326667786
0.029639491905805407,0.027213799727500116,0.022320035845041275,0.054,0.04833333333333333,0.029634129256010056
0.07522671673195856,0.042430606993944575,0.05204172059893608,0.16,0.195,0.10213529318571091
0.36603490444788234,0.45656039504360896,0.16172970831394196,0.154,0.04666666666666667,0.3686653673648834
0.008960726893552361,0.012495841099179077,0.020366067066788673,0.012,0.013333333333333334,0.04484669491648674
0.058581995298710984,0.016569415709236097,0.04134679585695267,0.068,0.04,0.05460671707987785
0.07892891111341062,0.00540014408600508,0.006706159096211195,0.072,0.15333333333333332,0.10888738185167313
0.020743544892593724,0.013381256183564512,0.08138826489448547,0.074,0.08833333333333333,0.08448959141969681
0.022524662939940217,0.002986662558388412,0.008714069612324238,0.038,0.041666666666666664,0.039081692695617676
0.10000792782147021,0.015306564339454447,0.09221509844064713,0.058,0.041666666666666664,0.09838205575942993
0.020466840278201955,0.005604921728263221,0.0055054714903235435,0.014,0.018333333333333333,0.047260601073503494
0.0419185874768066,0.0065885102240809445,0.032905783504247665,0.058,0.06833333333333333,0.05041981115937233
0.024354082713082367,0.003860045764721477,0.006301082205027342,0.066,0.03833333333333333,0.04275806248188019
0.03135038325916947,0.0022738786732302233,0.02173473872244358,0.02,0.02,0.07403205335140228
0.01632125635511092,0.008789077436748982,0.06985028833150864,0.06,0.135,0.05577598512172699
0.05817226592194802,0.005826890170668303,0.014960438013076782,0.006,0.0033333333333333335,0.05847751349210739
0.060890551909629186,0.002457049192723924,0.003751245094463229,0.036,0.018333333333333333,0.07158560305833817
0.08067871246716686,0.010745691402162586,0.02195468731224537,0.012,0.06,0.12966422736644745
0.05203419267081692,0.010660912474116694,0.028977006673812866,0.092,0.19666666666666666,0.057259321212768555
0.03272506282936971,0.0015717456381604035,0.004848020151257515,0.006,0.0016666666666666668,0.042608391493558884
0.03455521772035857,0.0027595059836700644,0.00909315887838602,0.0,0.0,0.04205455631017685
0.03993656942806358,0.0014903317916944178,0.0030660813208669424,0.05,0.06,0.11176754534244537
0.035510303620401,0.008025097746553429,0.014687877148389816,0.012,0.0,0.10880804061889648
0.06322053142529559,0.0104771550488931,0.028866300359368324,0.006,0.0,0.0782005786895752
0.037043223267342225,0.01939919537800091,0.0827607586979866,0.05,0.04666666666666667,0.14780467748641968
0.034711406785539245,0.004779302345720959,0.1140982061624527,0.036,0.085,0.07246629148721695
0.09223882081474173,0.019771838865056048,0.039589930325746536,0.012,0.021666666666666667,0.08510958403348923
0.048320109498043426,0.005077011667674681,0.0067549701780080795,0.024,0.013333333333333334,0.05261846259236336
0.02332067478649837,0.010355432408998338,0.017430247738957405,0.016,0.0016666666666666668,0.053449150174856186
0.09863622598245306,0.02376291924441522,0.1285732090473175,0.172,0.19,0.14716790616512299
0.024682615417794918,0.0014992476189409003,0.01860402338206768,0.01,0.0033333333333333335,0.05832717940211296
0.10258025706964195,0.1124798674960118,0.08473695814609528,0.128,0.055,0.16315139830112457
0.07639749273302185,0.05204022095403294,0.02770271524786949,0.042,0.07833333333333334,0.1449824869632721
0.024417232898414666,0.011684569477303236,0.011367430910468102,0.004,0.03333333333333333,0.02734849601984024
0.023763272531796782,0.0028461506361895958,0.0026208076160401106,0.008,0.006666666666666667,0.04346747696399689
0.09254399182138516,0.010103121444132194,0.06844481080770493,0.106,0.155,0.07080310583114624
0.04452938155422555,0.015586718031389363,0.017159434035420418,0.104,0.08833333333333333,0.044259194284677505
0.05401524096325772,0.0029490212266712742,0.013788100332021713,0.0,0.0,0.06909383088350296
0.0209866159217124,0.0017549475763534367,0.008115837350487709,0.034,0.095,0.07994512468576431
0.04562872560655748,0.0016449086563838193,0.0243280790746212,0.042,0.041666666666666664,0.06736470013856888
0.027779966696949675,0.009576979846007147,0.011211379431188107,0.01,0.015,0.024752039462327957
0.019362343078909137,0.011072274014082721,0.016110392287373543,0.002,0.0,0.025537827983498573
0.031169251777775974,0.005312150636956001,0.03440677002072334,0.036,0.03666666666666667,0.056507378816604614
0.05433475343222811,0.0550835133897409,0.07059131562709808,0.046,0.08333333333333333,0.0640973374247551
0.012453081726836348,0.001323988726412994,0.002057216828688979,0.0,0.0016666666666666668,0.030776208266615868
0.018516698813819288,0.10559429101571759,0.12604008615016937,0.226,0.028333333333333332,0.03908411040902138
0.05363713634778044,0.12545756632181462,0.15423071384429932,0.148,0.0,0.07203663885593414
0.01869845149106199,0.04130994019493471,0.09048677235841751,0.094,0.01,0.03608221560716629
0.029197944655699318,0.002430974821340131,0.012433447875082493,0.0,0.0,0.034467488527297974
0.01916746271788705,0.000826830913396907,0.0077435909770429134,0.0,0.0,0.02112456224858761
0.08093919003983173,0.009423840130339667,0.0899324119091034,0.024,0.01,0.11904672533273697
0.06828456184795617,0.1191526490048139,0.18208354711532593,0.13,0.45666666666666667,0.05648745968937874
0.053095951800507225,0.03921222175139941,0.022183695808053017,0.018,0.015,0.07361924648284912
0.04465453281121327,0.04542646682597199,0.08254731446504593,0.084,0.15333333333333332,0.0756521001458168
0.019778285282864166,0.007019246959301123,0.01715109683573246,0.024,0.015,0.04482828453183174
0.027825616899881972,0.003997360776006478,0.016647810116410255,0.02,0.008333333333333333,0.02478964626789093
0.03831315500738983,0.009528137378867194,0.013834446668624878,0.016,0.035,0.03777061402797699
0.018257104772163038,0.0019436548478480448,0.01701422780752182,0.018,0.02,0.03736761212348938
0.011967303439525036,0.0011932710967053216,0.005452689249068499,0.008,0.02666666666666667,0.06353957951068878
0.03441475292466518,0.01153008020993571,0.0471549890935421,0.078,0.15166666666666667,0.066822849214077
0.05294995022340189,0.012135266949553022,0.03468428552150726,0.104,0.12333333333333334,0.05879906192421913
0.01164783083177401,0.00039164596158226415,0.003506148001179099,0.024,0.013333333333333334,0.03384188935160637
0.016904965721658685,0.0006976851678959586,0.010766812600195408,0.022,0.01,0.07541966438293457
0.08147090547092092,0.005317575227826095,0.07518751174211502,0.144,0.16833333333333333,0.5405664443969727
0.6686133379996676,0.6872035071781835,0.7015177607536316,0.828,0.62,0.6554113030433655
0.0692144844554888,0.1327835903076764,0.02651311457157135,0.086,0.14,0.0972994714975357
0.061116830960638774,0.03936982689321383,0.021856848150491714,0.018,0.01,0.058930903673172
0.018627748373660352,0.0014425793152049364,0.01173443254083395,0.044,0.035,0.02665477991104126
0.011232334561078876,0.00018570779112672637,0.00285096256993711,0.002,0.0,0.01484539732336998
0.0268860008117576,0.013931312167695054,0.013243275694549084,0.034,0.025,0.05519568920135498
0.02850895431571377,0.027056497292871205,0.01844937354326248,0.038,0.045,0.06449346989393234
0.027254346026111743,0.005688417734901237,0.009249476715922356,0.006,0.011666666666666667,0.030413741245865822
0.028457391595615614,0.00873550720555334,0.00814165361225605,0.004,0.005,0.029293464496731758
0.028472959617886085,0.0017292359737322263,0.030850335955619812,0.018,0.018333333333333333,0.03342209756374359
0.027457162466484608,0.017516309037845183,0.022012976929545403,0.028,0.006666666666666667,0.03566296398639679
0.026819449448831387,0.005000176960098149,0.046508148312568665,0.048,0.04,0.05774596333503723
0.039198958565732085,0.07258095060829055,0.12054116278886795,0.298,0.6016666666666667,0.053442396223545074
0.2093852609197491,0.03975064592878969,0.07452355325222015,0.112,0.07833333333333334,0.12995202839374542
0.04056564457938891,0.0028992161470886564,0.008041939698159695,0.056,0.07666666666666666,0.06344176828861237
0.07043318307615828,0.06265272572298161,0.2020414024591446,0.1,0.125,0.10419071465730667
